0	0.0239
0.322	0.00538
0.645	0.00297
0.967	0.00266
1.29	0.00118
1.61	0.00428
1.93	0.00161
2.26	0.00198
2.58	0.00246
2.9	0.00128
3.22	0.00197
3.54	0.00236
3.87	0.00241
4.19	0.000695
4.51	0.00205
4.83	0.00248
5.16	0.00439
5.48	0.00476
5.8	0.00439
6.12	0.00283
6.45	0.00177
6.77	0.00409
7.09	0.00803
7.41	0.00542
7.73	0.00407
8.06	0.00372
8.38	0.00401
8.7	0.00599
9.02	0.00592
9.35	0.00499
9.67	0.00529
9.99	0.0076
10.3	0.0104
10.6	0.0086
11	0.0124
11.3	0.0125
11.6	0.0129
11.9	0.0206
12.2	0.0197
12.6	0.0118
12.9	0.0157
13.2	0.0288
13.5	0.034
13.9	0.0327
14.2	0.0371
14.5	0.0276
14.8	0.028
15.1	0.0302
15.5	0.0418
15.8	0.0332
16.1	0.0166
16.4	0.00962
16.8	0.0276
17.1	0.024
17.4	0.0221
17.7	0.0134
18	0.0181
18.4	0.0222
18.7	0.0247
19	0.0251
19.3	0.0227
19.7	0.0194
20	0.0142
20.3	0.0109
20.6	0.0102
20.9	0.00887
21.3	0.00743
21.6	0.00924
21.9	0.0119
22.2	0.0173
22.6	0.0212
22.9	0.0265
23.2	0.0297
23.5	0.0286
23.8	0.0207
24.2	0.0109
24.5	0.00626
24.8	0.00879
25.1	0.00543
25.5	0.00487
25.8	0.00313
26.1	0.00433
26.4	0.00163
26.7	0.00451
27.1	0.00296
27.4	0.00308
27.7	0.00263
28	0.002
28.4	0.0032
28.7	0.00319
29	0.0025
29.3	0.000633
29.6	0.000552
30	0.000231
