100116	400.6409	1137.9371
100216	400.64338	1137.9341
100316	400.65367	1137.9228
100416	400.63679	1137.9276
100516	400.62956	1137.9341
100616	400.63524	1137.9355
100716	400.64004	1137.9461
100816	400.62299	1137.9421
100916	400.62736	1137.9469
101016	400.63254	1137.9309
101116	400.62805	1137.9452
101216	400.64298	1137.9386
101316	400.63852	1137.9366
101416	400.64414	1137.9478
101516	400.62298	1137.9417
101616	400.62783	1137.9421
101716	400.61825	1137.943
101816	400.63721	1137.949
101916	400.64105	1137.9333
102016	400.64331	1137.938
102116	400.63114	1137.9391
102216	400.64044	1137.9399
102316	400.6393	1137.9364
102416	400.63172	1137.9387
102516	400.62774	1137.9346
102616	400.62418	1137.9308
102716	400.63996	1137.957
102816	400.63989	1137.9455
102916	400.55683	1138.0042
103016	400.55864	1138.1561
103116	400.63119	1137.8121
103216	400.88612	1137.8472
103316	400.58501	1137.9751
103416	400.60861	1138.0159
103516	400.69257	1138.0288
103616	400.55407	1137.8271
103716	400.71393	1138.0621
103816	400.55316	1137.9528
103916	400.79793	1137.8843
104016	400.65513	1137.9251
104116	400.65462	1137.9251
104216	400.65684	1137.9251
104316	400.65538	1137.9251
104416	400.75181	1137.8748
104516	400.6341	1137.9131
104616	400.70856	1137.9743
104716	400.5821	1137.9636
104816	400.64246	1137.9553
104916	400.69528	1137.8946
105016	400.63788	1137.9266
105116	400.71796	1137.9583
105216	400.5912	1137.9138
105316	400.66799	1137.9904
105416	400.61651	1137.9415
105516	400.64938	1137.9471
105616	400.71465	1137.9541
105716	400.6447	1137.9234
105816	400.65849	1137.971
105916	400.64401	1137.9615
106016	400.63713	1137.9453
106116	400.66769	1137.9454
106216	400.68292	1137.9238
106316	400.6331	1137.9346
106416	400.66236	1137.9586
106516	400.62026	1137.9485
106616	400.64721	1137.9316
106716	400.68811	1137.9481
106816	400.65818	1137.9103
106916	400.70551	1137.9598
107016	400.62142	1137.9474
107116	400.66041	1137.9712
107216	400.65277	1137.9488
107316	400.65751	1137.9337
107416	400.67924	1137.9558
107516	400.65213	1137.9464
107616	400.66521	1137.9706
107716	400.62557	1137.963
107816	400.67442	1137.9475
107916	400.6508	1137.9411
108016	400.65465	1137.9562
108116	400.65154	1137.9609
108216	400.63224	1137.9585
108316	400.66062	1137.9682
108416	400.64834	1137.9364
108516	400.67099	1137.9587
108616	400.6467	1137.9395
108716	400.63933	1137.9546
108816	400.64436	1137.9495
108916	400.65424	1137.9429
109016	400.6728	1137.9328
109116	400.67842	1137.929
109216	400.66732	1137.944
109316	400.64098	1137.9497
109416	400.6615	1137.9514
109516	400.64371	1137.9434
