0.0167	0
0.0334	-0.000853
0.0501	-0.00363
0.0667	-0.00437
0.0834	-0.00514
0.1	-0.00599
0.117	-0.00555
0.133	-0.01
0.15	-0.00233
0.167	-0.00892
0.184	-0.00811
0.2	-0.00686
0.217	-0.0025
0.234	-0.00492
0.25	-0.00379
0.267	0.00202
0.284	-0.00302
0.3	-0.00508
0.317	0.00445
0.334	-0.00443
0.35	-0.000958
0.367	-0.00548
0.384	-0.00402
0.4	-0.00304
0.417	-0.41
0.434	0.438
0.45	-0.272
0.467	-0.571
0.484	0.583
0.501	0.134
0.517	-0.488
0.534	-0.344
0.551	0.231
0.567	0.349
0.584	-0.353
0.601	-0.257
0.617	0.0444
0.634	-0.0585
0.651	0.277
0.667	-0.287
0.684	-0.334
0.701	0.382
0.717	-0.0588
0.734	-0.223
0.751	0.0428
0.767	-0.00876
0.784	0.0102
0.801	-0.0656
0.817	-0.0759
0.834	-0.0491
0.851	0.0535
0.868	0.148
0.884	-0.218
0.901	-0.0984
0.918	0.206
0.934	-0.117
0.951	-0.134
0.968	0.00275
0.984	-0.021
1	0.0808
1.02	-0.00895
1.03	-0.0841
1.05	-0.0578
1.07	0.0997
1.08	0.0416
1.1	-0.247
1.12	-0.0101
1.13	0.133
1.15	-0.012
1.17	-0.0408
1.18	-0.018
1.2	-0.00869
1.22	-0.0251
1.23	-0.0469
1.25	0.029
1.27	-0.0257
1.28	-0.0742
1.3	0.0451
1.32	0.0834
1.33	-0.0525
1.35	-0.151
1.37	0.0242
1.38	0.11
1.4	-0.0637
1.42	-0.0565
1.43	0.0312
1.45	0.0191
1.47	-0.0244
1.48	0.00352
1.5	-0.003
1.52	-0.075
1.53	-0.0171
1.55	0.0323
1.57	0.0205
1.58	-0.0275
1.6	0.00159
1.62	0.00263
1.63	-0.0389
1.65	-0.0461
1.67	0.00221
1.69	0.00847
1.7	-0.0253
1.72	0.0039
1.74	0.0138
1.75	-0.00148
1.77	-0.0511
1.79	-0.0234
1.8	0.00159
1.82	-0.0221
1.84	-0.000227
1.85	0.0184
1.87	-0.0112
1.89	-0.0162
1.9	0.0193
1.92	-0.0269
1.94	-0.0384
1.95	-0.00538
1.97	0.0376
1.99	-0.00964
2	-0.0306
2.02	0.0237
2.04	0.00187
2.05	-0.0371
2.07	-0.0403
2.09	0.00957
2.1	0.02
2.12	-0.031
2.14	0.00685
2.15	0.027
2.17	-0.00308
2.19	-0.0412
2.2	-0.0137
2.22	0.000737
2.24	-0.0208
2.25	0.00396
2.27	-0.00169
2.29	-0.00755
2.3	-0.0176
2.32	0.00453
2.34	-0.0141
2.35	-0.0393
2.37	-0.00931
2.39	0.0216
2.4	-0.00335
2.42	-0.0251
2.44	0.00574
2.45	0.00517
2.47	-0.0338
2.49	-0.023
2.5	0.00812
2.52	0.01
2.54	-0.0131
2.55	-0.0142
2.57	0.00745
2.59	-0.00692
2.6	-0.0239
2.62	-0.0157
2.64	-0.00768
2.65	-0.00989
2.67	-0.00506
2.69	-0.00264
2.7	-0.0143
2.72	-0.0171
2.74	-0.00619
2.75	-0.0171
2.77	-0.0201
2.79	-0.00696
2.8	0.0125
2.82	0.00139
2.84	-0.0276
2.85	-0.00841
2.87	0.00041
2.89	-0.0254
2.9	-0.0212
2.92	0.000309
2.94	-0.00552
2.95	-0.00661
2.97	-0.00715
2.99	-0.00216
3	-0.00691
