0.0246	0
0.0491	0.0067
0.0737	-0.0193
0.0983	0.0672
0.123	-0.094
0.147	-0.0155
0.172	0.0806
0.197	-0.0745
0.221	0.112
0.246	-0.143
0.27	0.0837
0.295	0.0261
0.319	0.0482
0.344	0.0575
0.369	-0.0947
0.393	0.0716
0.418	-0.0253
0.442	0.0711
0.467	0.00737
0.491	0.0255
0.516	0.0291
0.541	-0.0807
0.565	0.0602
0.59	-0.0459
0.614	0.0576
0.639	-0.000114
0.663	-0.0404
0.688	0.0153
0.713	-0.045
0.737	0.0696
0.762	0.00975
0.786	0.00759
0.811	0.00604
0.835	-0.017
0.86	0.017
0.885	0.04
0.909	0.0227
0.934	0.0155
0.958	-0.000973
0.983	-0.0057
1.01	0.0267
1.03	0.00385
1.06	0.0264
1.08	-0.002
1.11	-0.017
1.13	0.0151
1.15	-0.0121
1.18	0.0325
1.2	-0.0138
1.23	0.00221
1.25	-0.0139
1.28	0.00369
1.3	0.0229
1.33	0.015
1.35	0.0336
1.38	-0.00841
