0.0246	0
0.0491	0.00794
0.0737	0.0232
0.0983	0.00639
0.123	0.0484
0.147	-0.177
0.172	0.0727
0.197	-0.117
0.221	-0.0572
0.246	0.0634
0.27	-0.166
0.295	0.154
0.319	-0.251
0.344	0.127
0.369	-0.114
0.393	-0.0475
0.418	0.0717
0.442	-0.193
0.467	0.116
0.491	-0.226
0.516	0.121
0.541	-0.0713
0.565	-0.0235
0.59	0.0601
0.614	-0.186
0.639	0.134
0.663	-0.164
0.688	0.114
0.713	-0.0466
0.737	-0.112
0.762	0.0714
0.786	-0.127
0.811	0.104
0.835	-0.0769
0.86	-0.026
0.885	-0.0264
0.909	-0.0677
0.934	0.0317
0.958	-0.0502
0.983	0.0169
1.01	-0.0658
1.03	0.0138
1.06	-0.0442
1.08	0.00791
1.11	-0.0177
1.13	-0.0233
1.15	-0.0146
1.18	-0.0545
1.2	0.0338
1.23	-0.023
1.25	-0.00607
1.28	-0.0375
1.3	-0.0238
1.33	-0.0188
1.35	-0.0238
1.38	-0.00376
1.4	-0.043
1.43	-0.0302
1.45	-0.0426
1.47	-0.00315
1.5	-0.000888
1.52	-0.039
1.55	-0.0211
1.57	-0.0338
1.6	0.0134
1.62	-0.0357
1.65	-0.00138
1.67	-0.0331
1.7	-0.014
1.72	-0.0255
1.74	-0.0135
1.77	0.00858
1.79	-0.0376
1.82	-0.0109
1.84	-0.0341
1.87	-0.000851
1.89	0.0159
1.92	-0.00688
1.94	-0.0109
1.97	-0.0223
1.99	-0.0287
2.01	-0.0358
2.04	-0.00931
2.06	-0.0315
2.09	-0.0306
2.11	-0.0112
2.14	-0.0155
2.16	0.000353
2.19	-0.0167
2.21	-0.0217
2.24	-0.0219
2.26	-0.0101
2.29	0.0127
2.31	-0.00666
2.33	-0.000422
2.36	-0.0229
2.38	0.0071
2.41	-0.00836
2.43	-0.0159
2.46	-0.0231
2.48	-0.0506
2.51	-0.039
2.53	-0.0195
2.56	-0.0051
2.58	-0.0314
2.6	-0.0207
2.63	-0.037
2.65	-0.0296
2.68	-0.00393
2.7	-0.0163
2.73	-0.00774
2.75	-0.0266
2.78	-0.0128
2.8	-0.0358
2.83	-0.023
2.85	-0.0335
2.87	-0.0351
2.9	-0.0232
2.92	-0.0165
2.95	-0.0129
2.97	-0.0402
3	-0.0189
3.02	-0.0412
3.05	-0.0245
3.07	-0.00813
3.1	-0.0126
3.12	-0.0407
3.14	-0.0317
3.17	-0.0306
3.19	-0.0268
3.22	-0.0162
3.24	-0.0242
3.27	-0.0248
3.29	-0.0198
3.32	-0.0215
3.34	-0.0224
3.37	-0.0113
3.39	-0.028
3.42	-0.0263
3.44	-0.00705
3.46	-0.0211
3.49	-0.0165
3.51	-0.0325
3.54	-0.0256
3.56	-0.0279
3.59	-0.0373
3.61	-0.0193
3.64	-0.0229
3.66	-0.0366
3.69	-0.0365
3.71	-0.0394
3.73	-0.0211
3.76	-0.0286
3.78	-0.0203
3.81	-0.0251
3.83	-0.0312
3.86	-0.0031
3.88	-0.00561
3.91	-0.0128
3.93	-0.011
3.96	-0.0261
3.98	0.0035
4	-0.023
4.03	-0.0204
4.05	-0.0174
4.08	-0.0395
4.1	-0.02
4.13	-0.0143
4.15	-0.027
4.18	-0.048
4.2	-0.0221
4.23	-0.0301
4.25	-0.0423
4.28	-0.0319
4.3	-0.0295
4.32	-0.018
4.35	-0.0274
4.37	-0.0342
4.4	-0.0233
4.42	-0.0283
4.45	-0.00675
4.47	-0.0252
4.5	-0.0202
4.52	-0.00746
4.55	-0.0108
4.57	-0.0346
4.59	-0.0301
4.62	-0.0151
4.64	-0.0416
4.67	-0.0149
4.69	-0.0306
4.72	-0.0349
4.74	-0.0237
