152001	143.244	1297.9851
152002	143.11185	1297.9289
152003	143.14196	1298.1551
152004	143.26584	1297.9057
152005	143.42034	1297.9048
152006	143.1285	1297.9268
152007	143.27902	1298.0753
152008	143.22704	1298.0755
152009	143.19541	1297.8291
152010	143.32899	1298.067
152011	143.16389	1297.9583
152012	143.3603	1298.029
152013	143.20716	1298.0002
152014	143.23766	1297.9285
152015	143.23075	1298.0991
152016	143.21621	1297.9847
152017	143.33039	1297.9595
152018	143.22448	1297.966
152019	143.29194	1298.0066
152020	143.15604	1298.0329
152021	143.26883	1298.0396
152022	143.27254	1297.959
152023	143.25475	1297.9843
152024	143.31614	1298.0145
152025	143.18832	1297.973
152026	143.27008	1298.0554
152027	143.20794	1297.9556
152028	143.25452	1297.9873
152029	143.29379	1297.996
152030	143.21583	1297.9489
152031	143.25783	1298.0187
152032	143.22858	1298.0106
152033	143.23573	1298.0007
152034	143.26562	1297.9563
152035	143.28408	1297.9747
152036	143.22933	1297.9848
152037	143.24161	1298.0233
152038	143.21271	1298.0136
152039	143.25719	1297.9893
152040	143.26637	1297.9989
152041	143.2639	1297.9705
152042	143.27713	1298.0204
152043	143.21176	1297.993
152044	143.25264	1298.0133
152045	143.2449	1297.994
152046	143.27126	1297.972
152047	143.25974	1297.9985
152048	143.24657	1297.9735
152049	143.25504	1298.0043
152050	143.22787	1297.9883
152051	143.27463	1297.9802
152052	143.25379	1297.9742
152053	143.25323	1297.9923
152054	143.22653	1297.9945
152055	143.23148	1298.0093
152056	143.24108	1297.9931
152057	143.23994	1297.9794
152058	143.25868	1297.9919
152059	143.23884	1297.9895
152060	143.23764	1298.0195
152061	143.23543	1298.0055
152062	143.24405	1297.9958
152063	143.27784	1297.9878
152064	143.25746	1297.9771
152065	143.25462	1298.0138
152066	143.23755	1297.9924
152067	143.24582	1298.0093
152068	143.24429	1297.9788
152069	143.25633	1297.984
152070	143.24926	1297.9973
152071	143.24741	1297.9973
152072	143.23626	1297.9936
152073	143.23165	1297.9715
152074	143.26797	1297.9675
152075	143.24924	1297.9734
152076	143.24188	1297.9884
152077	143.23254	1297.9994
152078	143.24063	1297.9843
152079	143.25331	1297.9827
152080	143.25252	1297.9813
152081	143.26575	1297.9809
152082	143.24881	1297.9809
152083	143.23954	1298.0077
152084	143.23982	1298.0046
152085	143.25164	1297.959
152086	143.25941	1297.9843
152087	143.25509	1297.9848
152088	143.24828	1297.9957
152089	143.25238	1298.0007
152090	143.24547	1297.9796
152091	143.25404	1297.9853
152092	143.26462	1297.9814
152093	143.25388	1297.9909
152094	143.22954	1297.9927
152095	143.22611	1297.9964
152096	143.23813	1297.9912
152097	143.26245	1297.9857
152098	143.26083	1297.969
152099	143.24333	1298.0044
152100	143.22882	1297.9963
152101	143.25089	1297.9851
152102	143.25647	1297.9831
152103	143.26175	1297.9792
152104	143.25752	1297.9951
152105	143.22125	1297.9986
152106	143.23876	1297.9844
152107	143.23664	1297.9958
152108	143.2653	1297.9657
152109	143.25211	1297.9761
152110	143.25004	1297.994
152111	143.24431	1297.9964
152112	143.2416	1298.0028
152113	143.23874	1297.9836
152114	143.2561	1297.9908
152115	143.265	1297.9886
152116	143.25214	1297.9775
152117	143.23768	1298.006
152118	143.22412	1298.0038
152119	143.23891	1297.9859
152120	143.24961	1297.9832
152121	143.2614	1297.9622
152122	143.24034	1297.9776
152123	143.22728	1297.9965
152124	143.23868	1297.9882
152125	143.22802	1297.9778
152126	143.25766	1297.9798
152127	143.24851	1297.9815
152128	143.2314	1297.9943
152129	143.24943	1298.0019
152130	143.25218	1298.0008
152131	143.25162	1297.9988
152132	143.25083	1297.9934
152133	143.2511	1297.9992
152134	143.2596	1298.0111
152135	143.23236	1298.0032
152136	143.24721	1298.0039
152137	143.25921	1297.9895
152138	143.25042	1297.9787
152139	143.24886	1297.9872
152140	143.25222	1297.9959
152141	143.25685	1297.9896
152142	143.25681	1297.9866
152143	143.25593	1297.9861
152144	143.24715	1297.994
