0.0167	0
0.0334	0.00628
0.0501	-0.000486
0.0667	-0.00896
0.0834	0.00968
0.1	-0.00163
0.117	-0.0839
0.133	-0.0157
0.15	0.0207
0.167	-0.18
0.184	-0.163
0.2	0.274
0.217	-0.0275
0.234	-0.373
0.25	0.191
0.267	0.206
0.284	-0.402
0.3	-0.0367
0.317	0.365
0.334	-0.183
0.35	-0.456
0.367	0.251
0.384	0.317
0.4	-0.342
0.417	-0.196
0.434	0.278
0.45	0.0343
0.467	-0.284
0.484	-0.0328
0.501	0.163
0.517	-0.113
0.534	-0.187
0.551	0.186
0.567	0.127
0.584	-0.261
0.601	-0.108
0.617	0.272
0.634	-0.041
0.651	-0.365
0.667	0.0875
0.684	0.306
0.701	-0.239
0.717	-0.255
0.734	0.299
0.751	0.0945
0.767	-0.39
0.784	-0.0517
0.801	0.282
0.817	-0.0724
0.834	-0.252
0.851	0.12
0.868	0.11
0.884	-0.177
0.901	-0.0608
0.918	0.0999
0.934	-0.116
0.951	-0.129
0.968	0.176
0.984	0.0748
1	-0.218
1.02	-0.0551
1.03	0.22
1.05	-0.0703
1.07	-0.238
1.08	0.0694
1.1	0.164
1.12	-0.149
1.13	-0.112
1.15	0.171
1.17	0.00021
1.18	-0.23
1.2	0.0285
1.22	0.138
1.23	-0.142
1.25	-0.134
1.27	0.164
1.28	0.0463
1.3	-0.176
1.32	-0.00585
1.33	0.123
1.35	-0.13
1.37	-0.123
1.38	0.136
1.4	0.0642
1.42	-0.189
1.43	-0.0115
1.45	0.154
1.47	-0.0899
1.48	-0.181
1.5	0.081
1.52	0.128
1.53	-0.131
1.55	-0.085
1.57	0.13
1.58	-0.00582
1.6	-0.156
1.62	-0.00484
1.63	0.097
1.65	-0.0926
1.67	-0.082
1.69	0.0771
1.7	0.00654
1.72	-0.116
1.74	0.00405
1.75	0.0712
1.77	-0.0718
1.79	-0.0856
1.8	0.0956
1.82	0.0318
1.84	-0.124
1.85	-0.0174
1.87	0.0756
1.89	-0.0638
1.9	-0.132
1.92	0.0346
1.94	0.056
1.95	-0.105
1.97	-0.0579
1.99	0.0592
2	-0.0271
2.02	-0.116
2.04	0.0209
2.05	0.0533
2.07	-0.0644
2.09	-0.05
2.1	0.0765
2.12	0.00552
2.14	-0.0929
2.15	-0.00679
2.17	0.0462
2.19	-0.0683
2.2	-0.0748
2.22	0.0431
2.24	0.0123
2.25	-0.101
2.27	-0.0454
2.29	0.0517
2.3	-0.0438
2.32	-0.0877
2.34	0.0196
2.35	0.0437
2.37	-0.0528
2.39	-0.0292
2.4	0.0528
2.42	-0.00785
2.44	-0.092
2.45	-0.00924
2.47	0.0247
2.49	-0.0491
2.5	-0.0562
2.52	0.0419
2.54	-0.0295
2.55	-0.082
2.57	-0.0152
2.59	0.0205
2.6	-0.0559
2.62	-0.0433
2.64	0.0224
2.65	-0.0151
2.67	-0.068
2.69	-0.00512
2.7	0.0369
2.72	-0.0434
2.74	-0.0649
2.75	0.0315
2.77	0.0127
2.79	-0.0645
2.8	-0.0393
2.82	0.0151
2.84	-0.036
2.85	-0.082
2.87	-0.0171
2.89	0.0171
2.9	-0.0528
2.92	-0.0399
2.94	0.0184
2.95	-0.0183
2.97	-0.0573
2.99	-0.00469
3	0.0188
3.02	-0.0466
3.04	-0.0338
3.05	0.0449
3.07	-0.0118
