0.0167	0
0.0334	-0.00621
0.0501	-0.0102
0.0667	-0.00288
0.0834	-0.00164
0.1	0.00119
0.117	0.00218
0.133	0.00124
0.15	0.00266
0.167	0.00278
0.184	0.00577
0.2	0.00301
0.217	-0.00348
0.234	-0.00428
0.25	-0.00309
0.267	-0.00274
0.284	-0.00476
0.3	-0.323
0.317	0.415
0.334	-0.266
0.35	-0.535
0.367	0.605
0.384	0.2
0.4	-0.448
0.417	-0.263
0.434	0.25
0.45	0.314
0.467	-0.252
0.484	-0.2
0.501	-0.0336
0.517	-0.0387
0.534	0.302
0.551	-0.265
0.567	-0.286
0.584	0.374
0.601	-0.0194
0.617	-0.188
0.634	0.0337
0.651	0.0146
0.667	0.03
0.684	-0.0794
0.701	-0.0326
0.717	0.0183
0.734	0.00848
0.751	0.0843
0.767	-0.148
0.784	-0.0145
0.801	0.141
0.817	-0.13
0.834	-0.024
0.851	0.0835
0.868	-0.0611
0.884	0.0185
0.901	0.0696
0.918	-0.00427
0.934	-0.12
0.951	-0.017
0.968	0.0727
0.984	-0.111
1	-0.0356
1.02	0.0392
1.03	0.0172
1.05	0.016
1.07	-0.034
1.08	-0.0382
1.1	-0.0282
1.12	0.000224
1.13	0.04
1.15	-0.0446
1.17	-0.0524
1.18	0.0315
1.2	0.0552
1.22	-0.0352
1.23	-0.0954
1.25	0.0203
1.27	0.0532
1.28	-0.0387
1.3	-0.03
1.32	0.0304
1.33	0.0111
1.35	-0.0363
1.37	-0.0174
1.38	0.00764
1.4	-0.0337
1.42	-0.00358
1.43	0.0113
1.45	0.00958
1.47	-0.0152
1.48	0.00258
1.5	-0.00334
1.52	-0.0153
1.53	-0.0166
1.55	0.00792
1.57	0.0123
1.58	-0.01
1.6	-0.00706
1.62	0.00968
1.63	-0.0102
1.65	-0.0329
1.67	-0.0263
1.69	0.00149
1.7	0.00201
1.72	0.00556
1.74	0.00426
1.75	-0.0257
1.77	-0.00602
1.79	-0.0002
1.8	-0.0135
1.82	-0.0286
1.84	0.0104
1.85	0.0233
1.87	-0.0074
1.89	-0.0257
1.9	0.0159
1.92	0.000507
1.94	-0.033
1.95	-0.0236
1.97	0.022
1.99	0.00988
2	-0.0176
2.02	-0.0122
2.04	0.00416
2.05	-0.0129
2.07	-0.0247
2.09	-0.0193
2.1	-0.0137
2.12	-0.0134
2.14	-0.00305
2.15	-0.011
2.17	-0.0124
2.19	-0.0232
2.2	-0.00564
2.22	-0.00593
2.24	-0.0309
2.25	-0.0201
2.27	0.0127
2.29	-0.0199
2.3	-0.0345
2.32	-0.00842
2.34	0.00144
2.35	-0.023
2.37	-0.0238
2.39	0.0195
2.4	0.00996
2.42	-0.00486
2.44	-0.0123
2.45	0.00643
2.47	-0.00314
2.49	-0.00871
2.5	-0.00228
2.52	-0.00264
2.54	0.000978
2.55	-0.00736
2.57	-0.00918
2.59	-0.0197
2.6	-0.016
2.62	-0.0152
2.64	-0.0126
2.65	-0.00722
2.67	-0.00138
2.69	0.0127
2.7	-0.00442
2.72	-0.0114
2.74	-0.0026
2.75	0.00712
2.77	-0.0133
2.79	-0.00828
2.8	0.0104
2.82	0.002
2.84	-0.0178
2.85	-0.0111
2.87	-0.00384
2.89	-0.015
2.9	-0.0144
2.92	-0.011
2.94	-0.00966
2.95	-0.0158
2.97	-0.00829
2.99	-0.0154
3	-0.0193
3.02	-0.0143
3.04	-0.00213
3.05	-0.00561
3.07	-0.0161
3.09	-0.00514
3.1	0.00909
3.12	-0.012
3.14	-0.0262
3.15	-0.0104
3.17	-0.00761
3.19	-0.0111
3.2	-0.00959
3.22	0.000771
3.24	-0.01
3.25	-0.0206
3.27	-0.0155
3.29	-0.00976
3.3	-0.0116
3.32	-0.00743
3.34	0.00393
3.35	0.00739
3.37	-0.00325
3.39	-0.00488
3.4	-0.0135
3.42	-0.0149
3.44	-0.0171
3.45	-0.0154
3.47	-0.0195
3.49	-0.0149
3.5	-0.0127
