193001	1165.0031	1315.7906
193002	1165.0119	1315.7765
193003	1164.9845	1315.9236
193004	1165.0726	1315.6776
193005	1164.9082	1315.751
193006	1164.9885	1315.9146
193007	1165.0816	1315.882
193008	1164.9269	1315.6266
193009	1165.1111	1315.7868
193010	1164.8588	1315.8298
193011	1165.0838	1315.8307
193012	1165.0285	1315.7586
193013	1165.0484	1315.702
193014	1165.0633	1315.8633
193015	1164.9104	1315.8192
193016	1165.0714	1315.7978
193017	1164.9805	1315.7826
193018	1165.0719	1315.7692
193019	1165.0072	1315.8016
193020	1165.03	1315.7859
193021	1165.036	1315.7715
193022	1164.925	1315.8232
193023	1165.0643	1315.7989
193024	1164.9558	1315.7734
193025	1165.0588	1315.7854
193026	1165.0024	1315.769
193027	1164.9615	1315.8115
193028	1165.0215	1315.8126
193029	1164.954	1315.7783
193030	1165.0743	1315.793
193031	1165.0115	1315.7711
193032	1165.0091	1315.8017
193033	1165.0104	1315.8082
193034	1164.9896	1315.7923
193035	1165.0234	1315.7914
193036	1165.0472	1315.7918
193037	1165.0222	1315.7777
193038	1165.0155	1315.7985
193039	1165.0061	1315.8077
193040	1164.994	1315.7922
193041	1165.0314	1315.8024
193042	1165.0105	1315.7679
193043	1165.0265	1315.7951
193044	1165.0043	1315.8144
193045	1164.9821	1315.7939
193046	1165.0169	1315.8056
193047	1164.9888	1315.7795
193048	1165.0396	1315.7813
193049	1164.9922	1315.7877
193050	1165.0078	1315.7884
193051	1164.9925	1315.8114
193052	1165.0091	1315.7873
193053	1165.0288	1315.777
193054	1165.0166	1315.7833
193055	1165.0387	1315.7834
193056	1164.9961	1315.7887
